order_id,products
29924,27845 49235
29973,13263 5450 47792 20015
29990,26698 38124 31960 3562 42252 4565 24852 16213 23909 28634
29992,38689 13176 47209 27966 21137 21903 32655
30016,3880 48183
30052,47626 13660 31766 4605 34969 8193 10749 46543 8518 49683 13176 24852
30090,20114 14947 12630 8277 3562
30151,8803 15200
30163,45437 12099 16797 19348 24852 39408 14992 6948 5077 44765 17794
30202,32655 21137 26604 45494 32747 11777 14870 14321 49509
30213,10326
30223,46881 39032
30284,14715 33120
30307,None
30315,16083 10603 30391 13176 16797 43858 37646 21137 18027 49075
30525,24852 13176 37646 26915 17553 27845 44008 5450 48679 10768 42944
30542,24852 20794
30604,47766 27521 28553 21903 29871 20082 46802 19057 28289 26800 8424 13176 30450
30787,39947 11374 24518 13176
30796,27845 13176
30811,5764 20015 7673 24852 27235 42768 43772 35951 45066 26497 21910 23385 45007
30919,39993 24852 5025 24660 43154
30928,47766 13176 43086 7753 26384 43295 24518 21903 10070
30995,43895 27845 11182 17652 13176
30999,39928 39409 329 13176 39475 45123 3822 49235 27695 4920
31010,49610 36186 42736 32085 30808 4347 45862 37247 5808 9076 27020 13500 4920 10970 9387 27179 41808 41306 23529 27832 34487 40598 29553 37354 4377 22890 12626 24852
31052,43352 38768 6184 21903 13176
31192,4895 34160 47842 3260 4770 41116 13944 48496
31360,31805 4724 16797 5769 46129
31367,8192 21019 43279 27086 46650
31381,41178 13806 19068
31458,47626 13176 30489 7963 26369
31500,29487 19097 28427 22624 4947 34047 5653 38508 25146 29584 24852 32303 27086 16446 47329 28993 13829 41771 11883 47141 40396 44533 4756 131 7644 10673
31639,4605 14947 42265 47626 26209 46979
31650,35503 24852 47209 44560 10369 29487 49683 17795 12477 43772 25767 16797 14161 18581
31731,28985 31717 13176 22825 43295 2846
31766,24852 41787 28465 35951 45066
31805,27966 24852
31918,36011 22537 7175 13176 21903 49683
31926,4635 11492 26221 32478 23457 40910
31927,38371 32650
31954,27966 6714 37141 47209 21405 17915
31986,27839 8843 3798
32002,19604 24852 28199 9076 48527
32050,16083 4605 14764 47626 10017 8518 2078 33731
32059,27945 21903 27191 19348
32075,41220 40706
32097,24852 21003 38185 11182 5450
32109,27845 45066 44632 22035 24852 24799 39475 29370 41787 162 14992 9076 5479 28849 27344 30252 28597
32136,29447 33037 35221 21137 13176 44008 17794 30489 19057 21376 4163 14678 25965 38383
32139,24852 44632 37496
32180,877 29615 11983 5488 24852
32193,38689 24852 26604 21077
32270,30776 9421 22286 47209 17871 46755
32360,26209
32373,22935 10337 13176 31504 10358 24838 10749 2397 19678 21137
32394,21872 24852 38533 47144 5876
32403,8859 49235 42244 11520 5539 37807 5769 16609 33198
32407,5785 44910 32655 47209 34126 39928 38777
32452,37687 28985 37646 8424
32462,6104 13176 27845 42719 30233 47734
32586,43352 41565 1511 16797
32635,22802 30827 13176
32690,5120 23288 22556 9839 25533 27104 41697 36149 8518 24184 30353 38383 47209 16759 22935
32706,48453 10339 4952 49519 22832 36724 27966 46676 9138 38533 22170 30440 43154 11399 39877 31257 30233 29864 22959 17284 36011 45221 40706 31730 5393
32714,8424
32728,None
32790,44987 41220
32878,20119 24852 11665 45007
32883,19660 24852 5450 11512 24964 39732 39877
32954,44919
33006,47766 8414 47209 30571 37067 13176 44201 20082 35951 28204 12732 38313 8424
33031,24852 8958 3676 34986 13866 34886 40028
33047,11440
33087,29509 43903 12916 5110 13966 16185
33115,30622
33118,33071 47231 29801 1112
33135,24852 13166 47766 27966 25513 16142 14702 4472 3599 37335 2966 30776 21903 3952 22281 18224 38293 23375 30391 20345 40706 43249 12125 46667 30233 41951 1158
33154,26209
33171,34134 24852 17915 33106 22115 47209 25598 26209
33323,34766 40287
33352,13176 20392 28204 43192 35140 29484
33475,37923
33505,38890 24561 27845 26298 40604
33529,24852 19057 45603 47209 31683 28985
33545,29629 19156 2770 49683 22142 34466 27104 15950 30994 15290 41463 32959
33563,43154 30353 4947 31717 47792 4562 4086 3800 34969 33129 21372
33611,4988 9760 8390 43845 48808 13249 38241 14147 46817 25146 43014
33632,47766 47626 1555 26184 46979
33639,9913 4472 12576 44632 37141
33707,19348 6448 43631 20156 5386 31865 48645 35234 9851 7644 47766 37376 47941 37374 2469
33832,20307 24838 5876 28289 27521 31635 31717 21938 10129 40706
33895,24852 8859 39448 7893 40706 4945 21603 37646
33938,10804 41787
33946,40680
33951,36011 13176 16900
33969,47141
34042,21709 21872 21910 7877 30776 25890 43255
34061,24852 28204 4957 27086 33787 4210 27966 47866
34078,19057 16415 22935 40706 8518 24489 43768
34168,24857 33433 34584 44477 40001 2086 42123 2191
34218,11520 21137 39928 47209 25705 45
34233,23879 47209 22123 29686 17949 11512 11325 32786 29447
34362,4605 10885
34416,13176 7781
34417,27966 19057 5258 3957 27690 25931 22963 5161 42265
34418,47626 47766 28934 4605 42265 18883 20114 41909 19348
34454,24852 5785 21903 30233 8424
34474,29447
34518,38768 5782 30827 42447
34523,13176 11109 49235 4658 5015 22935
34550,36724 27966 21137
34571,44202
34585,33787 4920 24838 9387 44632 47626 41787 27845 14183 22825 49683 12916 44661
34632,24852 39475 20574 34969
34682,37067 35921
34692,16381 7467 27086
34696,28413
34707,44156 23296 33791 46817 33548 1940 48626 7177 21949 15343 11422 23614 7131 42372
34815,38768 13176 16797
34817,41131 43892 40028 5422 46088
34826,13176 39861
34858,24852 14852
34905,17207 21288
35068,877 27086
35125,40706 47156 1577 45946 20574
35202,16797 4920 27020
35214,24852 10 21616 27521
35379,19354 37718 24852 46932 21903
35386,None
35417,3776 9366 45007 24852 44949 40706 27086 6128
35447,24852 47209 47626 25533 3583 35547 46913 39121 41950 22935 43768 21938 49683 1203 2562 21903 40706 21009 21195 48745 44359 13629 33000 26209 22451 21616 10749
35524,21938 35163 10403 30695
35600,24852 17191 29640 9199 29487 27356 27323 15650 7527 9387 35042
35632,8571 9387
35635,3896 30391 32655 13176 31343 30489 40604 29447 10926 22035 19816
35668,45007 28842 20114 42585 47626 24852 26497 47630 17794 30391 7156 8239 8424 24964 2295 38293 29487 7628
35746,20723 30489
35783,1916 45190 16185
35823,4210 19511 5490 2124 13068 24101 38739 24184
35840,17207
35859,24852 6774
35866,6438 4 49683 24852
35868,21780
35887,13176 19057 8174 45007 26620 45948 44359
35913,21903 13176
36011,10957 277
36031,13176 48356 19057 37496 20316 47630 45007 37503 12889 33787 42450 18465
36049,21137 13176
36152,42768 49683 34969 21137 17160 43295
36274,35951 13176 30561 28204 22935 19261
36320,1463 21903
36340,47766 25890 47626
36350,44632 28427 21879 21435 11993 38739 29299 17872 29628 39107
36450,47209 5479 13798 9365 21903 12699 21872 26369
36498,30639 44116 21137 4920 40706 44910 10106 45599 24852
36535,5564 23634 11520 2855
36564,24852 44632 10753 8277 16617 21137 30391 6532 27690
36679,24852 44632 42719 10070 26344 21137 10761 30382 5450 20119 44116 24850 31766 26706 26317 13338 5496 22035 2983
36727,23909 24852 44980 28204 33909 37940 37158 27325
36740,13841 27726 35199 7393 29805 25976 36126 10374 25495 20463 26312 2010 18927
36750,38928 6184 13176 13575 30591 33783 3798 17313 49235
36763,13176 24838 15984 48220 24964 38312 8518 42585 49
36791,32655 15981 1402 34525 12756 37067 23848 19677 42507 19370 16868 40516
36797,49191 15180 12620 38974
36825,40146 3957 21616 47209 29487
36860,14947 35504 21295 6046 11140 14781 34126 36550 47734 24964
36863,27521 32177 10749 24964 45007 34050 13176 21137
36878,432 46175 45681 14947 42450
36887,41999
36898,19660 15541
36908,31635 47766 33232 27829 41458
36939,46667 24489 28842 42585 3583 46802
36966,28199 12304 5077 27307 21567
36971,14467 11712 13176 10539 13023 44389 486 19322 40691 31461
36977,43352
36983,23288 34262 11143 49235 24838 13646 23576 13176 42536 21903 47209 24082 24489
36998,27966 21137 18191
37040,30635 47209 13176
37143,17316 28204 49517 8309
37147,46650 27966 34497 47766 39194
37150,9964 27845 24852 47209 27336 21230 19893 45007 36189 23165 47626 11707 2078 27966 24184 27156
37177,35628 20144 16797 29487 26209 47242 30696 43209 28993 42460 44368 21929 26985
37243,48720 21137 41290
37269,4210 24852 5077 39696
37291,47209 21903 4920 24852 49683 26047 13646 47144 45066 21938 4294 2091 25330
37374,47766 8309 43662 13712
37402,24852 28993 16185
37423,24852 1463 24799 43352 43541 31981 29057 27022 22825 3126 27841 10957 9124 29223 26312 196
37424,37080
37546,5450
37553,41373 5077 24852 20955 22218 22206
37575,40120
37580,1890 5077 8381 40852 13176 21137 44479 12193
37586,6000 24964 13249
37614,13176 36278 8474 12980 9901 37892 19821 588
37642,6833 44632 31040 5322
37721,2121
37733,18871 18438 40453 14196 15424 46282 6539 49181
37746,24852 45066 21616 4799 46979 27845 44008 47144 8518 34969 28465 30884 33198 24799
37863,44570 25931 44359 49683
37888,37332 47766 34604 46941
37890,24852 23102 34024 45 6244 16797 31003 38849 4920 47788 8174 5603 24561 42450 32650 17616 45066 23047 1197 47626 27629 23801 36431 22825 28993 26790 45116 45007 46703 10255 10106
37892,13712 45368 7835 2732
37954,34197 13176 23288 3020 34134 5450 11712 21709 19816 43122 2452 27966 49131 19370 28849 23025
38016,31040 34688
38122,13176 40183 36606 32828 30233 25527
38134,43154 49226
38139,47209 40174 13176 13740 45767 36085 44098 18465 4600 9595 39877 8277
38202,196 20518
38261,24852 46260 1086 19446 44632 4920 30353
38383,48104 13176 27845
38414,24643 43227 22373
38425,44275 17027 11865 9124 25 34458 40709 16001
38429,47766 7331 23341
38536,6987
38613,24852 15399 10814 4799 29987 48720 47766 8424
38621,13944 20082 1581 33736 41290 48004
38644,16611 43295 16757 21616 13176 24186 48825 24184 42887
38793,45223
38802,19604
38807,8174 22286 13772 46906 5479 21137
38818,47766 30391 31717 31307
38949,35762 35221 6052 47611 16797 6195 21288 47818 5782
38977,35221 49191
38983,5077 22381 31683 43183
38995,14947 13176 22963 9825 46650 12384 21137 23288 19248 33000 45007
39011,12341 24852 32230 27845 45763 35547 14814
39065,19348 24852 49610 47766 3126 13866 43965 5782 47145 24643 9076 49637 5460 22719 28199 22754 32691 11543 10673
39109,7807 23909
39112,36316 33894
39116,24852 47766 13249 31292 22935 23765 18465
39147,11712 47333 36929 3849 24852
39157,24852 47766 37646 11520 21137 35951 4562
39195,45064 32478 5782 46842
39207,1185 40171 45751 2109 13203
39289,49235
39313,24132 43242 22619 18027
39315,None
39384,31282 21709 24852 46807 20899 9124 39228 19503
39432,46462 24852 39408 46676
39448,45423 47766 27845 13176 21903 34969 24964 39928 26209 47626 33725 48745 23734 4605
39499,36869 37724 40310 18171 21137
39514,5479 16759 12315 47209 33198 37687 48186 8518 5785 13176 37067 40396
39522,10957 44041 12902 8501 11798 12017 40047 37135 34640
39606,8079
39629,13176 5479 11576 24838 44910
39646,24852 47209 32981 27845 20632 25466 8758 27548 37011 33303 4871 46979 48647 48642
39702,5785 24024 21137 47766 35921 27086 25705 13176 17706 32864 44359 33787
39717,25 43013 40174 39322 34456 44389
39792,45190 5077
39835,19057 39877 24852 42265
39872,7688 49610 32441 40332 20017 20842
39899,21137 13176 48190 15351 25762 13807 25133
39951,39216 27845 21137 13176 39275 44479 41844 35084 26131 1364 42585 5025 35939 48745 40706 18880
39952,24852 47766 45066 6507 26604 13018 28204 47626 43122 28498 13263 32747 44085 7969 7533 44156
40033,35078 47626 47766 26209 8277 49383
40034,27845 10874 38293 5449 2855 11865 21903 2450 15950 7485
40070,27845 22025
40127,25753 17795 22825 32030 10749 5380 49235 39245 12409
40154,8053 17706 48409 27325 41844 30233 27730
40182,1511 32230 49235 18027 45066 15386 22935 47766
40378,20940 18439 536
40511,48205 47141 21616 24852 42781
40574,30639 13176 47209 29432 37718 11520 27509 21137 27531
40650,1577 21527 27521
40657,49235 28204 432
40749,25237 34050 24004 30661 24852 17616
40780,24852 30169 24964 45066 22935 6348
40876,19208 35921 13176 10753 7963 94 23783 24850 5785 38480 10528 16847
40885,24852 43209 31981
40888,14874 49235 13646 13176 37158 33120 5785 42265
40966,20345
40967,None
40983,27845 37067
41078,3560 47447 29646 26029 14197 24097 33326 44372 22395 42908 790
41083,24852 39180 21903 34243 27845
41117,8022 14335 13870 44292 40469 30135 21269 11452 21392 34214 4428 10343 4193 25472
41143,49247 17758
41178,21137 13176 33647 31526 30442 22963 8594 5918 41658
41192,19660 23288 14947 13176 6948 47209 8518 21938
41211,12341 4472 28590 8986 21137 5652
41400,21137 46802 12341 8953 18023
41470,9411 32403 5782 2519
41564,1463 47366
41582,24852 45504 25890 16797 21903 3631 25199 7781 21137 25407 35547
41642,48004 39982 41290 11379 43967 2229 33894
41663,24852 26324 35507
41783,23891 20463 12218 21333 34024 28515 43183 18625 5679 2240
41789,38672 27077
41790,16826 14450 34355 48646
41823,35503 13176 30949 23029
41825,196
41832,46979 37950
41913,35951 45007 21903
41924,13176 30146 21616 35594 30391 24035 36205 45311 42442 4410 44632 1360 40604
42002,8475 27710 8228 25466 29487 31808
42035,34584 45066 26497 49683 24253 47912 43662 26604
42050,20082 19659 10621 47626 27521
42061,45064 40174 34862 37089 24852 29553 47209 28634 34160
42093,31981 1094 33791 24852 17122
42166,1240 34418 27900 16848 18727 25533
42206,13176 22035 36695 47209 21038 45948 42719 40310 26800 42445 8379 19057
42262,42736 1160 44632 30233 25330 38739 28156
42316,40670 23909 4635 12817 24852 5038 1581 3990 42252 34431 4648 8954 21133 7837 42093 33178 7255 23734 38185 25952 1006 12916 32211 1852 49141 42356 37215
42365,44632
42372,25466 40146 33293 10753 30639 27548
42394,18765 13176 47209 5876 21903 23879 43961
42457,None
42459,35221 28985
42477,40199 6184 37980 196
42483,24852 47209 10749 45066 21903 35951 26209 28849 48679 28985 47626 49075 32465 27521
42540,43295 21533 27845 13176 35503 8490 22035
42545,18465 13176 5785 47672 5902 6631 45763 46969 28934
42581,43295 4462 44632 5564 21903 30450
42610,7916 432 13176
42612,33852 2559 33198 11777
42677,24852 22935 10315 19057 5212
42701,23737 13176 16185 8174 47209 44987
42748,36550 43394
42770,32423 5818 42315 4942 29886
42785,25133 13176 46584 38141 5077 41844 19448
42810,41774 10753 31231 28465
42829,13176 27966 21903 13045 43789 16616 7963 27104 30639 21137
42972,18472 23909 39276 8424 29992 20166 29553 26587 1603
43055,19677 35221 44632 16768 21709 2962 42445 9430 6187
43058,432 49198 28204 39411 21019 24852 47516
43171,5785 30718 7521 27086 25718 9421 14366 48559
43273,10753 27845 49235 29370 8277 22825 49236 44632 3397 38383 27423 11520 19678 32320 47912
43287,35537 33754 28622 20467 9124 23005 14096
43313,24852 27695 47766 24964 7952
43314,6656 45007 5764 21227 25767 40706 27966 43154 17948 42450 24810 30336 11005 11520 46886 49628 10070 17794 11629 46979 21137 31404 45066 47792 30391 17758 26315 21417 19057 44359
43349,23835 38777
43407,44632 5031 47626 21709 12092 21938 44142 45125 45007 32605 29487
43444,35321 9886 13646 41220
43464,14947 36127
43529,35078 49235
43531,551 38768 37394
43668,196 46149
43696,35914 44245
43714,30633
43783,23909 3358 33772 35619
43784,196 24852 1463 49683 6155 30696 47766
43882,21630 1241 45054
43894,4920 25146
43927,5514 13176 15414 16363 2732
43943,44632 30776 19677 11712
43956,43352
43967,9124 24852 13712 5450 30391
44001,3957 46969 19057 27966 14057 28576 13176 27531
44007,49235 21616 18027 13176 4781 47672 5212 5785 49683 43961
44031,37646 3952 21616 30391 5876
44057,19660 21386
44098,9405 24852 5077 24531 16797 30696 1263
44123,19660 3339 12069 30391 26604 3295 22025
44134,29307 18531 40174 2078 23715 8193 35652
44165,24852 5450 13176 42828 39964
44176,40896 39491 4291 6405
44216,24852 44570 46720 4605 49474 47626 33232 14947 17800
44269,24852 44156 20082 44632 23417
44357,4938
44378,3397
44379,16974
44404,47766 26384 35264
44436,23047 28931 13776
44455,41488 41719 33819 27429 33129 6277 39041 16900
44510,5539 25718
44533,47766 25435 2763 22888 6631 16797 24706 5212 18523 29118 18370 21137 24852 27690 34969
44559,3397 25890 24852 48171 45066 49520 16797 30013 44632
44712,21716 432 40725 16759 27521 10070
44808,14999 15175
44811,44632 5450 45066 3849 9913 22825 13176 24810 210 36389 17027 42265 11777 21405 36724
44877,23662
44897,42803
44951,27325 47877 23909 20955 22754 39041 45835 4577 8242 39551
45013,13913 10851 42612 7533 17487 47977 27086 41682
45029,24852 47766 37646 28373 39877
45071,42972 14421 16953 35221
45074,1160 554 8637 8475 41771 38837 46979 36956
45120,35124 10275 8536
45139,5535 12384 26209 33198
45188,46667 24852
45219,24852 6046 1576 27662 45007 2361 15684 21890
45258,None
45309,24852 16797
45342,9934 20011 40545 49235
45351,8277 24852
45383,19558 6347
45389,32566 43967
45400,43693 27104
45430,35810 24838 40481 121 4605 47626
45487,22935 5876 41149 42585 24964 34969 31717 13176 11182
45527,41618
45553,196
45581,19660 43101 21903 2164 21137 33198 8087 5785
45591,13176
45605,21174 45007
45670,5479 21462 7503 33120 47766 24852
45708,13176 27104 39180 47766 47626 28226 17652 34969 24964 33055 28373 18465 24852 45045 27521
45821,13176 47209 30169
46015,24852 29447 27027 41178 1234
46057,24852 1463 4809 7781 46906 30795 27695 9339 8012 21903 44753 37646 5077 14211 24372
46073,12218 28993 15290 23888 32429
46163,35221 10032 29750
46238,32655 47672 25146 44375 6046 16616
46290,26165 47766 5449 12581 32734 46654 47626 34969 37687 9387 49683
46304,13176 5785 4013 47888 25837 32989 21137
46457,46308 13774 22947 28985 13443 3957 36438
46468,21616 432 47630 12606 33768 8710 47526
46510,15424 46842
46511,24852 13176 19691 35465 40299
46569,13176 47766
46604,49520 21709 42193 13176 21267 21137 27086 27845
46648,2120 27086 47403
46675,38890 26497 16185 14992 10749
46690,46676 28204 21903 34128 31040 47766 10749
46736,35951 13176 28537 8103 41220
46776,16556 40571 5884 4210 45994
46789,21903 13176 40723 24838 47209 11520 40541 44632 28985
46802,31651 14715
46827,24852 21903 8277 36011 40571 47766 47626 21137 17461 22035 39190 38051 28226
46867,17616 30285 277 16696
46900,None
46947,48626 29848 23248
47042,26172 24852 48031 14130 44949 20561 40706
47094,47766 42383 28954 28928 6184 21137 13517 465
